Unnamed: 0,음식이름,음식재료,음식 이미지
2,여름철 입맛살리는 냉채요리! 훈제오리냉채 만드는 법,"훈제오리, 양파, 깻잎, 양상추, 적채, 참기름, 설탕, 양조간장, 식초, 레몬즙, 머스타드, 연겨자                                                                                취향껏, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/28/d99b61518a85fcc72c83a6444a3073131.jpg
37,훈제오리 토마토 샐러드,"토마토, 훈제오리, 양상추, 어린잎, 양파, 검은깨",https://recipe1.ezmember.co.kr/cache/recipe/2015/10/12/5ea3e8972514153cd32dda710e9fb2fd1.jpg
21,♥[신혼밥상] 5분 반찬 상추겉절이,"상추, 고춧가루, 다진마늘, 간장, 설탕, 식초, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2020/03/26/6d6107810146e718ca42320cef0833c01.jpg
20,"초간단 인기메뉴 연두부 샐러드 ,, 다이어트 레시피~!","연두부, 방울토마토, 양상추, 무순, 간장, 올리고당, 식초, 참기름, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2017/06/06/ad2969d73216e38378ee2c1938908ba31.jpg
12,키위로 맛을 낸 막국수,"메밀국수, 토마토, 닭가슴살통조림, 계란, 오이, 상추, 무                                                                                4cm, 양파, 키위, 식초, 설탕, 고춧가루, 참기름, 멸치액젓, 다진마늘, 깨, 연겨자, 고추장, 생강즙",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/5cba13c365f72eab44347b21d5a828dd.jpg
15,상큼달콤한 맛 다이어트에 좋은 채소 바나나샐러드,"바나나, 파프리카, 방울토마토, 양상추, 플레인 요구르트, 바나나",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/bb30ce0d0b4f70f8814454560c082768.jpg
23,봄입맛을 잡은 새콤 달콤 딸기 샐러드,"양상추, 딸기, 대저 토마토, 발사믹식초, 레몬즙, 꿀, 고운소금",https://recipe1.ezmember.co.kr/cache/recipe/2020/03/09/dc0eaea69f100c50ccef26db81233bef1.jpg
15,무화과발사믹드레싱샐러드,"양상추, 새싹채소, 블루베리, 호두, 파슬리가루, 무화과, 발사믹식초, 다진양파, 다진마늘, 레몬즙, 올리브유, 소금, 올리고당, 시럽                                                                                이나 꿀",https://recipe1.ezmember.co.kr/cache/recipe/2017/09/13/b479008f4172c1c1204d96b5c64204e51.jpg
29,다이어트에 좋은 아보카도 비빔밥,"아보카도, 상추, 계란, 밥, 간장, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2023/03/11/0e2f970f1b2c970b279e3f5f572bd0de1.jpg
2,양배추오믈렛..,"계란, 양배추, 소금, 모짜렐라치즈, 카놀라유, 케찹",https://recipe1.ezmember.co.kr/cache/recipe/2023/02/15/ae25d353c17492c998228a5d84c8dc0b1.jpg
4,다이어트! 양배추참치덮밥 레시피,"양배추, 달걀, 참치                                                                                작은거, 굴소스, 참치액",https://recipe1.ezmember.co.kr/cache/recipe/2024/03/19/6732508970c2179edbbae2d6177779911.jpg
15,포만감 가득 다이어트 양배추오믈렛,"계란, 양배추, 감자, 슬라이스치즈, 양파, 베이컨, 소금, 시판토마토소스",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/11/0b87fd150c33a01e1ebc6a7d32565f441.jpg
1,톡 쏘는 맛이 매력인 새콤달콤 닭고기 냉채 : 더워서 입맛 없을 때 무조건 이 메뉴!,"닭고기, 양배추채, 파프리카, 연겨자, 간장, 물, 식초, 매실청, 꿀, 다진마늘, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/e8b97435ea177a627fc46312cd6c9f501.jpg
7,촉촉한 양배추에 닭가슴살+상큼 야채를 돌돌~담백하게 시작하는 일주일!닭가슴살 양배추말이,"양배추, 닭가슴살, 깻잎, 빨간 파프리카, 당근, 새송이버섯, 된장, 마요네즈, 참깨, 맛술, 설탕, 물",https://recipe1.ezmember.co.kr/cache/recipe/2018/02/19/b5e605640bf5c791bef462d3ee0c6e2c1.png
21,초간단 요리 다이어트 레시피 닭가슴살 양배추 덮밥,"닭가슴살, 양배추, 대파, 올리브유, 고추기름, 굴소스, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2021/02/17/1d804e60564c1d8d56ee99926870c1c71.jpg
24,[간단 자취요리] 닭가슴살캔으로 치즈 불닭 만들기 / 혼술안주,"닭가슴살 통조림                                                                                중간크기, 양파                                                                                작은거, 양배추, 고추장, 고춧가루, 간장, 설탕, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2017/01/11/a593822ae8e7e1b1268cccf473202a2e1.jpg
36,시원한 여름 음식 추천 초계국수 만들기,"닭가슴살, 냉면육수, 오이, 파프리카, 양배추잎, 소면, 소금, 통후추, 실파, 월계수잎, 물, 간장, 식초, 연겨자, 설탕, 통깨, 다진 마늘",https://recipe1.ezmember.co.kr/cache/recipe/2023/08/04/a66d5c610c425c01e708b970d93d524b1.jpg
3,닭곰탕보다 더 맛있는 배추닭국 만들기+다대기 양념,"볶음탕용 닭한마리, 알배기배추, 대파, 양파, 통후추, 물, 참기름, 다진마늘 듬뿍, 소금, 후추, 고춧가루, 닭국물, 다진마늘, 국간장, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2020/11/02/2f061c2b4fa128b6d16278aade0fa0091.jpg
36,"초간단 다이어트 요리!! 양배추 계란 덮밥 만들기 (단백질 40.89kcal, 지방 8.29g, 탄수화물 35g)","현미밥, 계란, 닭가슴살 소세지, 양배추, 칵테일 새우, 굴소스, 파슬리, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/fc3a8c85aca8d48d8bb5c337c557ccd41.jpg
20,업그레이드 삼겹살덮밥,"삼겹살, 양파, 양배추, 계란, 간장, 물엿, 다진마늘, 후추, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2018/11/10/4062272ccd376327e1c659cfccce43e31.jpg
35,직장인 점심 메뉴 1위! 돈까스 김치나베,"돈까스, 썬 배추김치, 썬 양파, 송송 썬 대파, 계란, 식용유, 물, 다진 마늘, 설탕, 고운 고춧가루, 국간장, 김칫국물",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/13/d4cc4f6ef0b271a18ab8d3603b692b421.png
19,오늘은 뭐 먹지? 초간단 제육김치,"돼지고기앞다리살                                                                                제육용, 익은 배추김치, 고추장, 고춧가루, 대파, 다진마늘, 참기름, 후춧가루, 올리고당, 참깨",https://recipe1.ezmember.co.kr/cache/recipe/2017/02/15/c35668a11023e80157dacb48ad247ed61.jpg
22,♥[신혼밥상] 속이 꽉찬 삼겹살 뚱뚱말이,"대패삼겹살, 양배추, 숙주, 대파, 데리야끼소스, 돈가스소스",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/04/02d1b331131af7c3959eac746bf03c2d1.jpg
39,중국식 반찬 돼지고기배추당면볶음 蚂蚁上树 마이샹슈,"간 돼지고기, 배추, 당면, 식용유, 다진 파, 다진 마늘, 물, 간장, 후추, 간장, 청주, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2016/05/29/82a54fb4a9b59a7b2a603423b47bf27f1.jpg
7,다이어트요리 찜기에 넣으면 끝!! 대패삼겹살 배추찜 레시피!!,"알배기배추, 팽이버섯, 대패삼겹살, 진간장, 식초, 설탕, 다진마늘, 청양고추",https://recipe1.ezmember.co.kr/cache/recipe/2023/12/10/d3d500d21ddedb1cf5e361509b90bb3f1.jpg
8,"돼지 뒷다릿살의 화끈한 변신, 맛남 중화제육면","식용유, 돼지고기 다짐육, 된장, 굵은 고춧가루, 고운 고춧가루, 진간장, 다진 마늘, 황설탕, 고추장, 물, 꽃소금, 후추, 쥬키니 호박, 양배추, 양파, 대파, 냉동중화면",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/03/4927819ae84612ff9f3cba940466f90d1.jpg
15,동글동글 귀엽고 맛있는 고기말이 주먹밥 만들기,"소고기 술라이스                                                                                불고깃감, 밥, 부추, 배추김치, 식용유, 참기름, 통깨, 간장, 물, 설탕, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2019/01/16/0fe245596ce04633e5a2af5de640e6b11.jpg
18,우리육우로 만든 양배추불고기롤 도시락,"밥, 양배추 넓은 것, 소고기불고기, 다진 쪽파, 얇게 썬 양파, 식초, 설탕, 참기름, 미림, 소금, 간장, 미림, 소주, 매실청, 다진마늘, 설탕, 참기름, 후추가루",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/24/3a3975a35782a96ebd8bed61e25b9e3d1.jpg
22,[No.3 양배추 소고기 덮밥] 겨울의 외로움으로부터 힐링시켜주는 따듯한 덮밥 / 힐링 요리 /,"소고기, 양배추, 쌀, 전분가루, 굴소스, 간장, 다진마늘, 청주, 물, 들기름, 후추, 설탕(올리고당)",https://recipe1.ezmember.co.kr/cache/recipe/2016/01/12/e10deb81b9c0a357b56a232c166a561c1.jpg
27,맛도 건강도 최고인 건강식 우삼겹 알배추찜,"숙주, 청경채, 알배추, 우삼겹, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2024/01/22/cb08d536cf7addb1c879bdac5eb3169f1.jpg
34,밥 맛 좋은 참드림쌀 경기미로 만든 데리야끼 배추쌈밥,"밥, 소고기 다짐육, 배추 잎, 두부, 부추, 다진파, 홍고추, 계란, 진간장, 마늘, 생강, 설탕, 맛술, 참기름, 후추, 데리야끼 소스, 물, 간장, 참기름, 소금, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2021/06/07/f37962c1bc6b84f96e927123c2ee80d31.jpg
3,어버이날요리/차돌박이 배추전골,"차돌박이, 알배추, 팽이버섯, 느타리버섯, 표고버섯, 다시팩, 청경채, 콩나물, 부추, 청양고추, 무, 당근, 대파, 두부, 고추장, 고춧가루, 국간장, 다진마늘, 맛술, 매실청, 멸치액젓, 굴소스, 후추, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/07/63bf2ffe0fc399e9964e02b536db97731.jpg
38,제철배추로 만드는 우삼겹배추볶음,"우삼겹                                                                                이나 불고기감, 배추, 당근, 고추, 간장, 마늘, 설탕, 맛술, 올리고당, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/22/302d25f17ceb9459d31aa2c2c7dbab1a1.jpg
4,초간단! 초건강! ♥ 육우버섯찜,"육우차돌박이, 숙주, 배추, 당근, 부추, 팽이버섯, 깻잎, 찹쌀가루, 소금, 후추, 맛술, 양조간장, 물, 식초, 설탕, 겨자, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/25/45db1a41b41ab31b97aada0b0cd006741.png
4,"훈제오리볶음 오리훈제볶음 양배추볶음 레시피 - 다이어트요리, 술안주","훈제오리, 양배추, 파프리카, 굴소스, 다진마늘, 다진쪽파, 참깨, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/12/06/ea8f06bdb0b0f8aa819e97c6df5f30131.jpg
31,백종원 레시피로 콩나물 불고기 해먹기,"돼지고기 불고기, 콩나물, 양파, 양배추, 대파, 청고추, 홍고추, 고추가루, 고추장, 간장, 설탕, 맛술, 마늘",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/22/8a20ff98defb74d749e32c37438f67d01.jpg
38,영양까지 챙긴 든든한 한끼 훈제오리볶음우동,"우동사리, 훈제오리, 양배추, 부추, 대파, 고추기름, 페페론치노, 가쓰오부시, 굴소스, 간장, 물, 맛술, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2022/01/03/7367755aa2b8772f01efb70acc8154421.jpg
39,차돌박이 떡볶이 만들기 떡볶이도 고급스럽게,"떡볶이떡, 차돌박이, 어묵, 양배추, 대파, 양파, 깻잎, 달걀, 국물용 멸치, 물, 후춧가루, 맛술, 간마늘, 고추장, 물엿, 진간장, 매실액, 설탕, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/19/b42bfef8daf18e1fc16b4f36e2f41fc81.jpg
6,오늘뭐먹지? 무수분된장찜 - 초간단 메인반찬,"돼지고기(뒷다리살), 양파(소), 애호박, 양배추 크게, 감자(중), 된장, 미림                                                                                or청주or소주, 고추가루, 참기름, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2015/11/02/8d314f5fac889f4f8367612e64d797a61.jpg
3,"특별한 가족 보양식, 매콤 오리 단호박 찜","단호박, 훈제오리, 양배추, 당근, 양파, 대파, 청양고추, 피자치즈, 고추장, 고춧가루, 생강가루, 다진 양파, 간장, 매실액, 올리고당, 후추, 맛술 미림",https://recipe1.ezmember.co.kr/cache/recipe/2018/03/13/29d055852c0b012689e4c6c1128edb2b1.png
14,어린이반찬~ 씻은 묵은지 오리훈제볶음!,"김장 배추, 오리훈제, 쪽파, 소금, 설탕, 다진마늘, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/28/6885067355517c1883c84ded6eb911301.jpg
30,돈등심 강정,"돼지고기등심, 사과, 양배추, 대파, 전분가루, 맛술, 다진마늘, 다진생강, 소금, 후추, 물, 간장, 설탕, 다진마늘, 다진생강, 전분가루",https://recipe1.ezmember.co.kr/cache/recipe/2015/05/11/5c78e0c17846a775b8781b0f3793caf11.jpg
34,자취생존요리-믿고 먹는 갓쉐프 백종원 고추장불고기,"대패삼겹살, 양파, 양배추, 통마늘, 고추, 설탕, 다진마늘, 간장, 고춧가루, 고추장",https://recipe1.ezmember.co.kr/cache/recipe/2015/10/29/eabcd790f3385ff9a52b1d7c035e52bf1.jpg
35,짭조름한 양배추비엔나소시지볶음,"비엔나소시지, 양파, 양배추, 굴소스, 고추가루, 다진마늘, 설탕, 후추, 올리고당, 깨",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/04/360e39919315d5beb371b1890766365c1.jpg
6,간단하게 굴소스로 감칠맛 업업! 새송이버섯 양배추볶음,"새송이버섯, 양배추, 기름, 다진파, 굴소스, 후추, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2017/06/22/fc4e499ab5987cbb114babd36b540b2e1.jpg
6,간단하게 굴소스로 감칠맛 업업! 새송이버섯 양배추볶음,"새송이버섯, 양배추, 기름, 다진파, 굴소스, 후추, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2017/06/22/fc4e499ab5987cbb114babd36b540b2e1.jpg
6,간단하게 굴소스로 감칠맛 업업! 새송이버섯 양배추볶음,"새송이버섯, 양배추, 기름, 다진파, 굴소스, 후추, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2017/06/22/fc4e499ab5987cbb114babd36b540b2e1.jpg
7,다이어트식으로 딱 알배추 두부말이구이,"알배추, 두부, 간장, 고추가루, 다진마늘, 청양고추, 설탕, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2024/01/12/050cd27f6cb135578288c9eafe7cf56e1.jpg
9,알배추무침 불 쓰지 말고 7분만에 뚝딱‼️ 만들어 보세요,"알배추, 대파 흰부분, 된장, 국간장, 참기름, 다진마늘, 갈은 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2023/07/28/b64b044f6f0f984df67821c73405c3411.jpg
16,알배추 두부참치롤 도리돌돌 말면 한입컷,"알배추, 두부, 참치, 계란, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2023/07/24/ddebf135612ea68fcb52b079feb8930d1.jpg
27,배추 된장 들깨무침,"배추, 된장, 들깨, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2015/07/24/2c6c4f254ed62c12403dc3b4acd1d6551.jpg
29,스팸양배추볶음 스팸양배추덮밥레시피 다이어트레시피 식단관리,"양배추, 스팸, 대파, 식용유, 진간장, 올리고당, 참기름, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2023/06/28/e52bbcbdd08be80210c08c343081c1101.jpg
32,【반전의맛】스팸 양배추 덮밥 만들기~,"양배추, 양파, 대파, 스팸, 땡초, 다진마늘, 간장, 굴소스, 참기름, 설탕, 후추, 물",https://recipe1.ezmember.co.kr/cache/recipe/2017/04/26/78f62ae9ce3063eb2cc280e0c112a6ed1.jpg
39,♥[신혼밥상] 소시지양배추덮밥,"양배추, 후랑크 소시지, 대파, 달걀, 후춧가루, 올리브유, 참기름, 통깨, 밥, 굴소스, 진간장, 설탕, 맛술",https://recipe1.ezmember.co.kr/cache/recipe/2021/11/15/981772755d6217d427c8479fe7d4c7b01.jpg
5,양배추 참치덮밥 /Cabbage tuna bowl of rice,"참치캔, 양배추, 양파, 대파, 식용유, 쌀밥, 고춧가루, 고추장, 올리고당, 굴소스",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/18/4fa103e626a1a3c1314acf9de77fde361.jpg
11,다이어트 반찬 양배추크래미볶음,"양배추, 크래미, 당근, 간장, 다진마늘, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2024/02/29/356c43e0f44a6a5ab005bbf720cd124d1.jpg
19,10분요리) 양배추베이컨볶음!,"양배추채, 다진마늘, 다진파, 베이컨, 맛술, 후추, 진간장, 굴소스, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2022/08/12/85b63c9b44a656605b72a84524c202d31.jpg
24,배추나물 무침 만드는법 다이어트 반찬,"속배추, 소금, 국간장, 참기름, 참깨",https://recipe1.ezmember.co.kr/cache/recipe/2019/04/10/784e5b98059c72fe8dc1a49d473e7f4e1.jpg
38,양배추 비빔밥,"양배추, 참치, 조미김, 계란 후라이, 고춧가루, 식초, 스테비아 설탕, 다진마늘, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2024/02/21/d54e51e19efd5af37f5b6469b9ba34c21.jpg
39,초간단 대패삼겹 배추찜(차돌박이 대체가능),"대패삼겹, 알배추, 스위트칠리소스, 간장, 식초, 맛술, 설탕, 통깨, 후추, 고춧가루                                                                                생략가능",https://recipe1.ezmember.co.kr/cache/recipe/2024/01/04/6acebe8d9bf1f8c78e80b1cb1e39e3fe1.jpg
0,다이어트에 좋은 양배추 참치 덮밥 레시피,"양배추, 참치캔, 계란, 밥, 양파, 굴소스, 참치액젓, 참기름, 참깨, 식용유",https://recipe1.ezmember.co.kr/cache/recipe/2023/07/22/ae867a3ed1dfe1bca325940af480c7471.jpg
7,♥[신혼밥상] 닭가슴살양배추말이,"닭가슴살통조림, 양배추, 당근, 오이, 칠리소스",https://recipe1.ezmember.co.kr/cache/recipe/2019/06/16/943ecafd5e928849983cb52d8273e5021.jpg
30,소고기 배춧국 만들기 든든한 한끼로 제격!,"배추잎, 소고기국거리, 다진마늘, 파, 국간장, 맛술, 쌀뜨물, 된장",https://recipe1.ezmember.co.kr/cache/recipe/2017/12/09/5afca45fec8ab0b245a561f1667ed2a51.jpg
8,굴배추국 - 굴짬뽕 같은 느낌 시원한 굴국 #11월 제철음식,"굴, 배추, 양파                                                                                작은사이즈, 당근, 대파, 청양고추, 참기름, 식용유, 물, 소금, 다진마늘, 미림, 참치액, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2016/11/22/0658a833dd64886dbda0eaee065fc73d1.jpg
30,매콤달콤 해물덮밥 :),"해물믹스, 양파, 양배추                                                                                1/6통쯤, 대파, 깨, 후추, 소주, 고춧가루, 고추장, 간장, 굴소스, 다진마늘 큰것                                                                                약1.5Ts, 올리고당                                                                                혹은 물엿, 설탕, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/04/ab53fca051c4288bb46ec84bf0b136a31.jpg
35,칼칼한 낙지 맑은탕,"낙지, 천일염, 무, 알배추, 청양고추, 홍고추, 대파, 다시마국물, 다진마늘, 참치액, 볶은소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2021/06/21/c95dffdb390fdfded51d958e4caa082a1.jpg
5,오징어 한마리가 첨벙♬ ~ 오징어 짬뽕♪,"오징어, 양파, 양배추, 당근, 대파                                                                                10cm, 청양고추, 멸치 다시마 육수, 청주, 고춧가루, 다진 마늘, 국간장, 굴소스, 후추, 소금, 부추                                                                                50g, 쥬키니 호박",https://recipe1.ezmember.co.kr/cache/recipe/2017/02/20/c9da82b2b3b0fdab1daa3fc49612161f1.jpg
25,낙삼새 만들기! 곱창 대신 삼겹살로~,"삼겹살, 새우, 낙지(大), 양배추, 대파, 양파, 당근, 청양고추, 고추장, 고춧가루, 간장, 올리고당, 설탕, 미향, 다진마늘, 굴소스, 다시다",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/19/f6f3a5bdc7bc761618117d88b39099961.jpg
35,【10분안에 근사한 메인메뉴】새콤달콤 골뱅이무침 만들기~,"골뱅이                                                                                230g, 오이, 양배추채, 당근, 양파, 고추장, 고춧가루, 진간장, 설탕, 식초, 다진마늘, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/12/52da915a9bcd5d53390b27da638c81851.jpg
21,두부오꼬노미야끼,"두부, 달걀, 양파, 양배추잎, 감자전분, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/aaa32a881e54289e0800a156002448b8.jpg
7,참치두부조림,"두부, 참치캔                                                                                150g, 배추김치, 양파, 대파, 참기름, 통깨, 다진마늘, 설탕, 고춧가루, 간장, 생강술, 고추장, 물, 후춧가루",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/f85a9f4edae67ef4f667d84a8b2308ce1.jpg
10,밀가루 없이 만든 두부요리! 두부오코노미야끼,"두부, 양배추, 양파, 베이컨, 새우살, 달걀, 소금, 후추, 돈가스 소스, 마요네즈, 고운 가쓰오부시",https://recipe1.ezmember.co.kr/cache/recipe/2021/06/02/6b70d6f231b54acf99f6bcee4b0af4f61.jpg
2,두부샐러드 맛있게 다이어트식으로~,"양상치, 양배추, 당근, 무순, 견과류, 간장, 설탕, 식초, 올리브유, 굴소스, 참기름, 청주, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/29/da0e0271aa850c8e6514a75b3442d2551.jpg
27,[다이어트] 두부 참치마요 주먹밥,"통조림 참치 85g, 양배추, 깻잎, 두부, 밥, 참기름, 마요네즈, 후추, 김가루",https://recipe1.ezmember.co.kr/cache/recipe/2020/11/01/28c766340d4c396fe38e9a444e82a13a1.jpg
36,사.또.롤. 아삭아삭 사과 또띠아롤,"사과, 양파, 양배추, 또띠아, 크래미, 설탕, 홀그레인머스타드, 마요네즈",https://recipe1.ezmember.co.kr/cache/recipe/2019/12/17/436478507c7d0d3051ab2eb83710a7941.jpg
30,"새우 표고 쑥갓전 [새우, 표고버섯 넣어 전으로 즐기면 더 맛있는 쑥갓! 쑥갓의 맛있는 변신!]","쑥갓, 냉동새우, 표고버섯, 계란, 소금, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/03/09/6f1d5cc38fbef6c9dc3c51b938d7352d1.jpg
2,양배추오믈렛..,"계란, 양배추, 소금, 모짜렐라치즈, 카놀라유, 케찹",https://recipe1.ezmember.co.kr/cache/recipe/2023/02/15/ae25d353c17492c998228a5d84c8dc0b1.jpg
4,다이어트! 양배추참치덮밥 레시피,"양배추, 달걀, 참치                                                                                작은거, 굴소스, 참치액",https://recipe1.ezmember.co.kr/cache/recipe/2024/03/19/6732508970c2179edbbae2d6177779911.jpg
15,포만감 가득 다이어트 양배추오믈렛,"계란, 양배추, 감자, 슬라이스치즈, 양파, 베이컨, 소금, 시판토마토소스",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/11/0b87fd150c33a01e1ebc6a7d32565f441.jpg
1,톡 쏘는 맛이 매력인 새콤달콤 닭고기 냉채 : 더워서 입맛 없을 때 무조건 이 메뉴!,"닭고기, 양배추채, 파프리카, 연겨자, 간장, 물, 식초, 매실청, 꿀, 다진마늘, 통깨",https://recipe1.ezmember.co.kr/cache/recipe/2021/05/20/e8b97435ea177a627fc46312cd6c9f501.jpg
7,촉촉한 양배추에 닭가슴살+상큼 야채를 돌돌~담백하게 시작하는 일주일!닭가슴살 양배추말이,"양배추, 닭가슴살, 깻잎, 빨간 파프리카, 당근, 새송이버섯, 된장, 마요네즈, 참깨, 맛술, 설탕, 물",https://recipe1.ezmember.co.kr/cache/recipe/2018/02/19/b5e605640bf5c791bef462d3ee0c6e2c1.png
21,초간단 요리 다이어트 레시피 닭가슴살 양배추 덮밥,"닭가슴살, 양배추, 대파, 올리브유, 고추기름, 굴소스, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2021/02/17/1d804e60564c1d8d56ee99926870c1c71.jpg
24,[간단 자취요리] 닭가슴살캔으로 치즈 불닭 만들기 / 혼술안주,"닭가슴살 통조림                                                                                중간크기, 양파                                                                                작은거, 양배추, 고추장, 고춧가루, 간장, 설탕, 다진마늘",https://recipe1.ezmember.co.kr/cache/recipe/2017/01/11/a593822ae8e7e1b1268cccf473202a2e1.jpg
36,시원한 여름 음식 추천 초계국수 만들기,"닭가슴살, 냉면육수, 오이, 파프리카, 양배추잎, 소면, 소금, 통후추, 실파, 월계수잎, 물, 간장, 식초, 연겨자, 설탕, 통깨, 다진 마늘",https://recipe1.ezmember.co.kr/cache/recipe/2023/08/04/a66d5c610c425c01e708b970d93d524b1.jpg
36,"초간단 다이어트 요리!! 양배추 계란 덮밥 만들기 (단백질 40.89kcal, 지방 8.29g, 탄수화물 35g)","현미밥, 계란, 닭가슴살 소세지, 양배추, 칵테일 새우, 굴소스, 파슬리, 참기름",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/fc3a8c85aca8d48d8bb5c337c557ccd41.jpg
20,업그레이드 삼겹살덮밥,"삼겹살, 양파, 양배추, 계란, 간장, 물엿, 다진마늘, 후추, 소금",https://recipe1.ezmember.co.kr/cache/recipe/2018/11/10/4062272ccd376327e1c659cfccce43e31.jpg
22,♥[신혼밥상] 속이 꽉찬 삼겹살 뚱뚱말이,"대패삼겹살, 양배추, 숙주, 대파, 데리야끼소스, 돈가스소스",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/04/02d1b331131af7c3959eac746bf03c2d1.jpg
8,"돼지 뒷다릿살의 화끈한 변신, 맛남 중화제육면","식용유, 돼지고기 다짐육, 된장, 굵은 고춧가루, 고운 고춧가루, 진간장, 다진 마늘, 황설탕, 고추장, 물, 꽃소금, 후추, 쥬키니 호박, 양배추, 양파, 대파, 냉동중화면",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/03/4927819ae84612ff9f3cba940466f90d1.jpg
18,우리육우로 만든 양배추불고기롤 도시락,"밥, 양배추 넓은 것, 소고기불고기, 다진 쪽파, 얇게 썬 양파, 식초, 설탕, 참기름, 미림, 소금, 간장, 미림, 소주, 매실청, 다진마늘, 설탕, 참기름, 후추가루",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/24/3a3975a35782a96ebd8bed61e25b9e3d1.jpg
22,[No.3 양배추 소고기 덮밥] 겨울의 외로움으로부터 힐링시켜주는 따듯한 덮밥 / 힐링 요리 /,"소고기, 양배추, 쌀, 전분가루, 굴소스, 간장, 다진마늘, 청주, 물, 들기름, 후추, 설탕(올리고당)",https://recipe1.ezmember.co.kr/cache/recipe/2016/01/12/e10deb81b9c0a357b56a232c166a561c1.jpg
4,"훈제오리볶음 오리훈제볶음 양배추볶음 레시피 - 다이어트요리, 술안주","훈제오리, 양배추, 파프리카, 굴소스, 다진마늘, 다진쪽파, 참깨, 후추",https://recipe1.ezmember.co.kr/cache/recipe/2022/12/06/ea8f06bdb0b0f8aa819e97c6df5f30131.jpg
31,백종원 레시피로 콩나물 불고기 해먹기,"돼지고기 불고기, 콩나물, 양파, 양배추, 대파, 청고추, 홍고추, 고추가루, 고추장, 간장, 설탕, 맛술, 마늘",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/22/8a20ff98defb74d749e32c37438f67d01.jpg
38,영양까지 챙긴 든든한 한끼 훈제오리볶음우동,"우동사리, 훈제오리, 양배추, 부추, 대파, 고추기름, 페페론치노, 가쓰오부시, 굴소스, 간장, 물, 맛술, 설탕",https://recipe1.ezmember.co.kr/cache/recipe/2022/01/03/7367755aa2b8772f01efb70acc8154421.jpg
